NO_OF_CHLD,EDU_DESC,MRRY_DESC,ADDR_PRVC,OCPN_DESC,NO_OF_CHLD_prev,EDU_DESC_prev,MRRY_DESC_prev,ADDR_PRVC_prev,OCPN_DESC_prev
0.0,,single,สุราษฎร์ธานี,commerce employee,0.0,,single,สุราษฎร์ธานี,agricultural/ agro industry entrepreneur
0.0,,single,พระนครศรีอยุธยา,commerce employee,0.0,,single,สมุทรปราการ,freelance
0.0,less than high school,married,กรุงเทพมหานคร,freelance,0.0,less than high school,married,กรุงเทพมหานคร,industrial entrepreneur
1.0,bachelor's degree,married,นครราชสีมา,service business employee,0.0,bachelor's degree,married - registered,นครราชสีมา,service business employee
0.0,bachelor's degree,married - registered,กรุงเทพมหานคร,commerce employee,0.0,bachelor's degree,married - registered,กรุงเทพมหานคร,commerce employee
0.0,high school,single,ตาก,freelance,0.0,high school,single,ตาก,"student, university student"
1.0,high school,married,ชลบุรี,service business entrepreneur,1.0,bachelor's degree,married,ชลบุรี,freelance
0.0,bachelor's degree,married - registered,ภูเก็ต,service business employee,0.0,bachelor's degree,married,ภูเก็ต,service business employee
0.0,vocational certificate,married - registered,ปราจีนบุรี,industrial business employee,0.0,,single,ปราจีนบุรี,industrial business employee
0.0,bachelor's degree,single,ระยอง,government employee,0.0,bachelor's degree,single,ชลบุรี,government employee
0.0,others,widow,สงขลา,service business employee,0.0,others,widow,สงขลา,service business employee
0.0,high school,married,เชียงราย,service business employee,0.0,high school,married,เชียงราย,freelance
1.0,vocational certificate/ diploma,married,ขอนแก่น,industrial business employee,1.0,vocational certificate/ diploma,married,ชลบุรี,"employee of company, store, office"
0.0,,married,ปทุมธานี,commerce entrepreneur,0.0,,single,เชียงใหม่,commerce entrepreneur
0.0,high school,single,กรุงเทพมหานคร,"student, university student",0.0,high school,single,ปราจีนบุรี,"student, university student"
0.0,vocational certificate,single,กรุงเทพมหานคร,housewife/househusband,0.0,vocational certificate,single,กรุงเทพมหานคร,service business employee
0.0,high school,married,นครราชสีมา,unemployed,0.0,high school,divorce,นครราชสีมา,freelance
0.0,others,single,สุรินทร์,"student, university student",0.0,others,others,สมุทรปราการ,"student, university student"
0.0,vocational certificate/ diploma,single,สมุทรปราการ,service business employee,0.0,vocational certificate/ diploma,single,สมุทรปราการ,commerce employee
0.0,others,married,อำนาจเจริญ,industrial business employee,0.0,,,อำนาจเจริญ,service business entrepreneur
0.0,less than high school,married,กรุงเทพมหานคร,agricultural/ agro industry entrepreneur,0.0,less than high school,married,กรุงเทพมหานคร,commerce employee
0.0,less than high school,separate,ชัยภูมิ,agricultural/ agro industry entrepreneur,1.0,less than high school,separate,ชัยภูมิ,agricultural/ agro industry entrepreneur
0.0,others,single,ลพบุรี,police officer,0.0,others,single,ลพบุรี,"student, university student"
1.0,bachelor's degree,married,ชลบุรี,government employee,0.0,bachelor's degree,married,ชลบุรี,government employee
0.0,bachelor's degree,married - registered,สมุทรสาคร,service business employee,0.0,others,married - registered,สมุทรสาคร,service business employee
0.0,high school,single,สมุทรปราการ,freelance,0.0,high school,single,สมุทรปราการ,freelance
0.0,others,single,ปทุมธานี,service business employee,0.0,others,single,ชัยนาท,industrial business employee
1.0,bachelor's degree,married - registered,ราชบุรี,government employee,0.0,bachelor's degree,married,ราชบุรี,government employee
0.0,high school,single,กรุงเทพมหานคร,service business employee,0.0,high school,single,ตรัง,service business employee
0.0,bachelor's degree,single,พระนครศรีอยุธยา,service business employee,0.0,bachelor's degree,single,สมุทรปราการ,service business employee
0.0,high school,married,ระยอง,commerce entrepreneur,0.0,high school,married,หนองคาย,others
0.0,bachelor's degree,married - registered,กรุงเทพมหานคร,police officer,0.0,others,others,กรุงเทพมหานคร,"student, university student"
1.0,bachelor's degree,married,สงขลา,government employee,0.0,bachelor's degree,married,สงขลา,government employee
0.0,master's degree,single,นนทบุรี,commercial bank employee,0.0,bachelor's degree,single,นนทบุรี,commercial bank employee
0.0,others,single,กรุงเทพมหานคร,service business employee,0.0,high school,single,กรุงเทพมหานคร,service business employee
0.0,less than high school,single,นนทบุรี,soldier,0.0,less than high school,single,กรุงเทพมหานคร,soldier
0.0,less than high school,married,อุดรธานี,housewife/househusband,1.0,less than high school,married,อุดรธานี,housewife/househusband
0.0,,married,กระบี่,service business employee,0.0,,married,ตรัง,freelance
0.0,others,married,ประจวบคีรีขันธ์,agricultural/ agro industry entrepreneur,0.0,others,single,ประจวบคีรีขันธ์,"employee of company, store, office"
